"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s3"
"474",1,"cm",3,488,485,0.00463170301323602
"475",1,"cm",3,489,486,0.00463170301323602
"476",1,"cm",3,490,487,0.00463170301323602
"477",1,"cm",3,491,488,0.00463170301323602
"1075",2,"cm",3,488,485,0.00463170301323602
"1076",2,"cm",3,489,486,0.00463170301323602
"1077",2,"cm",3,490,487,0.00463170301323602
"1078",2,"cm",3,491,488,0.00463170301323602
"1676",3,"cm",3,488,485,0.00463170301323602
"1677",3,"cm",3,489,486,0.00463170301323602
"1678",3,"cm",3,490,487,0.00463170301323602
"1679",3,"cm",3,491,488,0.00463170301323602
"2277",4,"cm",3,488,485,0.00463170301323602
"2278",4,"cm",3,489,486,0.00463170301323602
"2279",4,"cm",3,490,487,0.00463170301323602
"2280",4,"cm",3,491,488,0.00463170301323602
"2878",5,"cm",3,488,485,0.00463170301323602
"2879",5,"cm",3,489,486,0.00463170301323602
"2880",5,"cm",3,490,487,0.00463170301323602
"2881",5,"cm",3,491,488,0.00463170301323602
"3479",6,"cm",3,488,485,0.00463170301323602
"3480",6,"cm",3,489,486,0.00463170301323602
"3481",6,"cm",3,490,487,0.00463170301323602
"3482",6,"cm",3,491,488,0.00463170301323602
"4080",7,"cm",3,488,485,0.00463170301323602
"4081",7,"cm",3,489,486,0.00463170301323602
"4082",7,"cm",3,490,487,0.00463170301323602
"4083",7,"cm",3,491,488,0.00463170301323602
"4681",8,"cm",3,488,485,0.00463170301323602
"4682",8,"cm",3,489,486,0.00463170301323602
"4683",8,"cm",3,490,487,0.00463170301323602
"4684",8,"cm",3,491,488,0.00463170301323602
"5282",9,"cm",3,488,485,0.259445974652871
"5283",9,"cm",3,489,486,0.148590556240921
"5284",9,"cm",3,490,487,0.286525368188961
"5285",9,"cm",3,491,488,0.390661618124397
"5883",10,"cm",3,488,485,0.00463170301323602
"5884",10,"cm",3,489,486,0.00463170301323602
"5885",10,"cm",3,490,487,0.00463170301323602
"5886",10,"cm",3,491,488,0.00463170301323602
"6484",11,"cm",3,488,485,0.00463170301323602
"6485",11,"cm",3,489,486,0.00463170301323602
"6486",11,"cm",3,490,487,0.00463170301323602
"6487",11,"cm",3,491,488,0.00463170301323602
"7085",12,"cm",3,488,485,0.00463170301323602
"7086",12,"cm",3,489,486,0.00463170301323602
"7087",12,"cm",3,490,487,0.00463170301323602
"7088",12,"cm",3,491,488,0.00463170301323602
"7686",13,"cm",3,488,485,0.112164885773139
"7687",13,"cm",3,489,486,0.196433089260478
"7688",13,"cm",3,490,487,0.22473020565251
"7689",13,"cm",3,491,488,0.139862181628036
"8287",14,"cm",3,488,485,0.00463170301323602
"8288",14,"cm",3,489,486,0.00463170301323602
"8289",14,"cm",3,490,487,0.00463170301323602
"8290",14,"cm",3,491,488,0.00463170301323602
"8888",16,"cm",3,488,485,0.00463170301323602
"8889",16,"cm",3,489,486,0.00463170301323602
"8890",16,"cm",3,490,487,0.00463170301323602
"8891",16,"cm",3,491,488,0.00463170301323602
"9489",17,"cm",3,488,485,0.0899849260506336
"9490",17,"cm",3,489,486,1.48869141698051
"9491",17,"cm",3,490,487,0.101920149391746
"9492",17,"cm",3,491,488,0.0921540811814191
"10090",18,"cm",3,488,485,0.00463170301323602
"10091",18,"cm",3,489,486,0.00463170301323602
"10092",18,"cm",3,490,487,0.00463170301323602
"10093",18,"cm",3,491,488,0.00463170301323602
"10691",19,"cm",3,488,485,0.00463170301323602
"10692",19,"cm",3,489,486,0.00463170301323602
"10693",19,"cm",3,490,487,0.00463170301323602
"10694",19,"cm",3,491,488,0.00463170301323602
"11292",20,"cm",3,488,485,0.00463170301323602
"11293",20,"cm",3,489,486,0.00463170301323602
"11294",20,"cm",3,490,487,0.00463170301323602
"11295",20,"cm",3,491,488,0.00463170301323602
"11893",21,"cm",3,488,485,0.00463170301323602
"11894",21,"cm",3,489,486,0.00463170301323602
"11895",21,"cm",3,490,487,0.00463170301323602
"11896",21,"cm",3,491,488,0.00463170301323602
"12494",22,"cm",3,488,485,0.00463170301323602
"12495",22,"cm",3,489,486,0.00463170301323602
"12496",22,"cm",3,490,487,0.00463170301323602
"12497",22,"cm",3,491,488,0.00463170301323602
"13095",23,"cm",3,488,485,0.00463170301323602
"13096",23,"cm",3,489,486,0.00463170301323602
"13097",23,"cm",3,490,487,0.00463170301323602
"13098",23,"cm",3,491,488,0.00463170301323602
"13696",24,"cm",3,488,485,0.00463170301323602
"13697",24,"cm",3,489,486,0.00463170301323602
"13698",24,"cm",3,490,487,0.00463170301323602
"13699",24,"cm",3,491,488,0.00463170301323602
"14297",25,"cm",3,488,485,0.00463170301323602
"14298",25,"cm",3,489,486,0.00463170301323602
"14299",25,"cm",3,490,487,0.00463170301323602
"14300",25,"cm",3,491,488,0.00463170301323602
"14898",26,"cm",3,488,485,0.00463170301323602
"14899",26,"cm",3,489,486,0.00463170301323602
"14900",26,"cm",3,490,487,0.00463170301323602
"14901",26,"cm",3,491,488,0.00463170301323602
"15499",27,"cm",3,488,485,0.00463170301323602
"15500",27,"cm",3,489,486,0.00463170301323602
"15501",27,"cm",3,490,487,0.00463170301323602
"15502",27,"cm",3,491,488,0.00463170301323602
"16100",28,"cm",3,488,485,-0.117902285541934
"16101",28,"cm",3,489,486,-0.101422043815727
"16102",28,"cm",3,490,487,-0.0141549554091594
"16103",28,"cm",3,491,488,0.00344009536683955
"16701",29,"cm",3,488,485,0.00463170301323602
"16702",29,"cm",3,489,486,0.00463170301323602
"16703",29,"cm",3,490,487,0.00463170301323602
"16704",29,"cm",3,491,488,0.00463170301323602
"17302",30,"cm",3,488,485,0.00463170301323602
"17303",30,"cm",3,489,486,0.00463170301323602
"17304",30,"cm",3,490,487,0.00463170301323602
"17305",30,"cm",3,491,488,0.00463170301323602
"17903",31,"cm",3,488,485,0.00463170301323602
"17904",31,"cm",3,489,486,0.00463170301323602
"17905",31,"cm",3,490,487,0.00463170301323602
"17906",31,"cm",3,491,488,0.00463170301323602
"18504",32,"cm",3,488,485,0.00463170301323602
"18505",32,"cm",3,489,486,0.00463170301323602
"18506",32,"cm",3,490,487,0.00463170301323602
"18507",32,"cm",3,491,488,0.00463170301323602
"19105",33,"cm",3,488,485,0.00463170301323602
"19106",33,"cm",3,489,486,0.00463170301323602
"19107",33,"cm",3,490,487,0.00463170301323602
"19108",33,"cm",3,491,488,0.00463170301323602
"19706",34,"cm",3,488,485,0.00463170301323602
"19707",34,"cm",3,489,486,0.00463170301323602
"19708",34,"cm",3,490,487,0.00463170301323602
"19709",34,"cm",3,491,488,0.00463170301323602
"20307",35,"cm",3,488,485,0.00463170301323602
"20308",35,"cm",3,489,486,0.00463170301323602
"20309",35,"cm",3,490,487,0.00463170301323602
"20310",35,"cm",3,491,488,0.00463170301323602
"20908",36,"cm",3,488,485,0.00463170301323602
"20909",36,"cm",3,489,486,0.00463170301323602
"20910",36,"cm",3,490,487,0.00463170301323602
"20911",36,"cm",3,491,488,0.00463170301323602
"21509",37,"cm",3,488,485,0.00463170301323602
"21510",37,"cm",3,489,486,0.00463170301323602
"21511",37,"cm",3,490,487,0.00463170301323602
"21512",37,"cm",3,491,488,0.00463170301323602
"22110",38,"cm",3,488,485,0.00463170301323602
"22111",38,"cm",3,489,486,0.00463170301323602
"22112",38,"cm",3,490,487,0.00463170301323602
"22113",38,"cm",3,491,488,0.00463170301323602
"22711",39,"cm",3,488,485,0.00463170301323602
"22712",39,"cm",3,489,486,0.00463170301323602
"22713",39,"cm",3,490,487,0.00463170301323602
"22714",39,"cm",3,491,488,0.00463170301323602
"23312",40,"cm",3,488,485,0.00463170301323602
"23313",40,"cm",3,489,486,0.00463170301323602
"23314",40,"cm",3,490,487,0.00463170301323602
"23315",40,"cm",3,491,488,0.00463170301323602
"23913",41,"cm",3,488,485,0.00463170301323602
"23914",41,"cm",3,489,486,-1.39859592641467
"23915",41,"cm",3,490,487,0.00463170301323602
"23916",41,"cm",3,491,488,0.10529105805875
"24514",42,"cm",3,488,485,0.13986756991347
"24515",42,"cm",3,489,486,0.00463170301323602
"24516",42,"cm",3,490,487,0.0341805557051952
"24517",42,"cm",3,491,488,0.00463170301323602
"25115",43,"cm",3,488,485,0.00463170301323602
"25116",43,"cm",3,489,486,0.00463170301323602
