"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s4"
"473",62356,"pgm",4,488,484,0.000795866103490389
"474",62356,"pgm",4,489,485,0.000795866103490389
"475",62356,"pgm",4,490,486,0.000795866103490389
"476",62356,"pgm",4,491,487,0.000795866103490389
"477",62356,"pgm",4,492,488,0.000795866103490389
"1062",79599,"pgm",4,488,484,0.000795866103490389
"1063",79599,"pgm",4,489,485,0.000795866103490389
"1064",79599,"pgm",4,490,486,0.000795866103490389
"1065",79599,"pgm",4,491,487,0.000795866103490389
"1066",79599,"pgm",4,492,488,0.000795866103490389
"1651",79600,"pgm",4,488,484,0.000795866103490389
"1652",79600,"pgm",4,489,485,0.000795866103490389
"1653",79600,"pgm",4,490,486,0.000795866103490389
"1654",79600,"pgm",4,491,487,0.000795866103490389
"1655",79600,"pgm",4,492,488,0.000795866103490389
"2240",79601,"pgm",4,488,484,0.000795866103490389
"2241",79601,"pgm",4,489,485,0.000795866103490389
"2242",79601,"pgm",4,490,486,0.000795866103490389
"2243",79601,"pgm",4,491,487,0.000795866103490389
"2244",79601,"pgm",4,492,488,0.000795866103490389
"2829",80317,"pgm",4,488,484,0.000795866103490389
"2830",80317,"pgm",4,489,485,0.000795866103490389
"2831",80317,"pgm",4,490,486,0.000795866103490389
"2832",80317,"pgm",4,491,487,0.000795866103490389
"2833",80317,"pgm",4,492,488,0.000795866103490389
"3418",80318,"pgm",4,488,484,0.000795866103490389
"3419",80318,"pgm",4,489,485,0.000795866103490389
"3420",80318,"pgm",4,490,486,0.000795866103490389
"3421",80318,"pgm",4,491,487,0.000795866103490389
"3422",80318,"pgm",4,492,488,0.000795866103490389
"4007",80319,"pgm",4,488,484,0.000795866103490389
"4008",80319,"pgm",4,489,485,0.000795866103490389
"4009",80319,"pgm",4,490,486,0.000795866103490389
"4010",80319,"pgm",4,491,487,0.000795866103490389
"4011",80319,"pgm",4,492,488,0.000795866103490389
"4596",80320,"pgm",4,488,484,0.000795866103490389
"4597",80320,"pgm",4,489,485,0.000795866103490389
"4598",80320,"pgm",4,490,486,0.000795866103490389
"4599",80320,"pgm",4,491,487,0.000795866103490389
"4600",80320,"pgm",4,492,488,0.000795866103490389
"5185",80321,"pgm",4,488,484,0.000795866103490389
"5186",80321,"pgm",4,489,485,0.000795866103490389
"5187",80321,"pgm",4,490,486,0.000795866103490389
"5188",80321,"pgm",4,491,487,0.000795866103490389
"5189",80321,"pgm",4,492,488,0.000795866103490389
"5774",80322,"pgm",4,488,484,0.000795866103490389
"5775",80322,"pgm",4,489,485,0.000795866103490389
"5776",80322,"pgm",4,490,486,0.000795866103490389
"5777",80322,"pgm",4,491,487,0.000795866103490389
"5778",80322,"pgm",4,492,488,0.000795866103490389
"6363",80323,"pgm",4,488,484,0.000795866103490389
"6364",80323,"pgm",4,489,485,0.000795866103490389
"6365",80323,"pgm",4,490,486,0.000795866103490389
"6366",80323,"pgm",4,491,487,0.000795866103490389
"6367",80323,"pgm",4,492,488,0.000795866103490389
"6952",80324,"pgm",4,488,484,0.000795866103490389
"6953",80324,"pgm",4,489,485,0.000795866103490389
"6954",80324,"pgm",4,490,486,0.000795866103490389
"6955",80324,"pgm",4,491,487,0.000795866103490389
"6956",80324,"pgm",4,492,488,0.000795866103490389
"7541",80325,"pgm",4,488,484,0.000795866103490389
"7542",80325,"pgm",4,489,485,0.000795866103490389
"7543",80325,"pgm",4,490,486,0.000795866103490389
"7544",80325,"pgm",4,491,487,0.000795866103490389
"7545",80325,"pgm",4,492,488,0.000795866103490389
"8130",80326,"pgm",4,488,484,0.000795866103490389
"8131",80326,"pgm",4,489,485,0.000795866103490389
"8132",80326,"pgm",4,490,486,0.000795866103490389
"8133",80326,"pgm",4,491,487,0.000795866103490389
"8134",80326,"pgm",4,492,488,0.000795866103490389
"8719",80327,"pgm",4,488,484,0.000795866103490389
"8720",80327,"pgm",4,489,485,0.000795866103490389
"8721",80327,"pgm",4,490,486,0.000795866103490389
"8722",80327,"pgm",4,491,487,0.000795866103490389
"8723",80327,"pgm",4,492,488,0.000795866103490389
"9308",80328,"pgm",4,488,484,0.000795866103490389
"9309",80328,"pgm",4,489,485,0.000795866103490389
"9310",80328,"pgm",4,490,486,0.000795866103490389
"9311",80328,"pgm",4,491,487,0.000795866103490389
"9312",80328,"pgm",4,492,488,0.000795866103490389
"9897",80329,"pgm",4,488,484,0.000795866103490389
"9898",80329,"pgm",4,489,485,0.000795866103490389
"9899",80329,"pgm",4,490,486,0.000795866103490389
"9900",80329,"pgm",4,491,487,0.000795866103490389
"9901",80329,"pgm",4,492,488,0.000795866103490389
"10486",80330,"pgm",4,488,484,0.000795866103490389
"10487",80330,"pgm",4,489,485,0.000795866103490389
"10488",80330,"pgm",4,490,486,0.000795866103490389
"10489",80330,"pgm",4,491,487,0.000795866103490389
"10490",80330,"pgm",4,492,488,0.000795866103490389
"11075",80331,"pgm",4,488,484,0.000795866103490389
"11076",80331,"pgm",4,489,485,0.000795866103490389
"11077",80331,"pgm",4,490,486,0.000795866103490389
"11078",80331,"pgm",4,491,487,0.000795866103490389
"11079",80331,"pgm",4,492,488,0.000795866103490389
"11664",80332,"pgm",4,488,484,0.000795866103490389
"11665",80332,"pgm",4,489,485,0.000795866103490389
"11666",80332,"pgm",4,490,486,0.000795866103490389
"11667",80332,"pgm",4,491,487,0.000795866103490389
"11668",80332,"pgm",4,492,488,0.000795866103490389
"12253",81037,"pgm",4,488,484,0.000795866103490389
"12254",81037,"pgm",4,489,485,0.000795866103490389
"12255",81037,"pgm",4,490,486,0.000795866103490389
"12256",81037,"pgm",4,491,487,0.000795866103490389
"12257",81037,"pgm",4,492,488,0.000795866103490389
"12842",81038,"pgm",4,488,484,0.000795866103490389
"12843",81038,"pgm",4,489,485,0.000795866103490389
"12844",81038,"pgm",4,490,486,0.000795866103490389
"12845",81038,"pgm",4,491,487,0.000795866103490389
"12846",81038,"pgm",4,492,488,0.000795866103490389
"13431",81039,"pgm",4,488,484,0.000795866103490389
"13432",81039,"pgm",4,489,485,0.000795866103490389
"13433",81039,"pgm",4,490,486,0.000795866103490389
"13434",81039,"pgm",4,491,487,0.000795866103490389
"13435",81039,"pgm",4,492,488,0.000795866103490389
"14020",81040,"pgm",4,488,484,0.000795866103490389
"14021",81040,"pgm",4,489,485,0.000795866103490389
"14022",81040,"pgm",4,490,486,0.000795866103490389
"14023",81040,"pgm",4,491,487,0.000795866103490389
"14024",81040,"pgm",4,492,488,0.000795866103490389
"14609",81041,"pgm",4,488,484,0.000795866103490389
"14610",81041,"pgm",4,489,485,0.000795866103490389
"14611",81041,"pgm",4,490,486,0.000795866103490389
"14612",81041,"pgm",4,491,487,0.000795866103490389
"14613",81041,"pgm",4,492,488,0.000795866103490389
"15198",81042,"pgm",4,488,484,0.000795866103490389
"15199",81042,"pgm",4,489,485,0.000795866103490389
"15200",81042,"pgm",4,490,486,0.000795866103490389
"15201",81042,"pgm",4,491,487,0.000795866103490389
"15202",81042,"pgm",4,492,488,0.000795866103490389
"15787",81043,"pgm",4,488,484,0.000795866103490389
"15788",81043,"pgm",4,489,485,0.000795866103490389
"15789",81043,"pgm",4,490,486,0.000795866103490389
"15790",81043,"pgm",4,491,487,0.000795866103490389
"15791",81043,"pgm",4,492,488,0.000795866103490389
"16376",81044,"pgm",4,488,484,0.000795866103490389
"16377",81044,"pgm",4,489,485,0.000795866103490389
"16378",81044,"pgm",4,490,486,0.000795866103490389
"16379",81044,"pgm",4,491,487,0.000795866103490389
"16380",81044,"pgm",4,492,488,0.000795866103490389
"16965",81045,"pgm",4,488,484,0.000795866103490389
"16966",81045,"pgm",4,489,485,0.000795866103490389
"16967",81045,"pgm",4,490,486,0.000795866103490389
"16968",81045,"pgm",4,491,487,0.000795866103490389
"16969",81045,"pgm",4,492,488,0.000795866103490389
"17554",81046,"pgm",4,488,484,0.000795866103490389
"17555",81046,"pgm",4,489,485,0.000795866103490389
"17556",81046,"pgm",4,490,486,0.000795866103490389
"17557",81046,"pgm",4,491,487,0.000795866103490389
"17558",81046,"pgm",4,492,488,0.000795866103490389
"18143",81047,"pgm",4,488,484,0.000795866103490389
"18144",81047,"pgm",4,489,485,0.000795866103490389
"18145",81047,"pgm",4,490,486,0.000795866103490389
"18146",81047,"pgm",4,491,487,0.000795866103490389
"18147",81047,"pgm",4,492,488,0.000795866103490389
"18732",81048,"pgm",4,488,484,0.000795866103490389
"18733",81048,"pgm",4,489,485,0.000795866103490389
"18734",81048,"pgm",4,490,486,0.000795866103490389
"18735",81048,"pgm",4,491,487,0.000795866103490389
"18736",81048,"pgm",4,492,488,0.000795866103490389
"19321",81049,"pgm",4,488,484,0.000795866103490389
"19322",81049,"pgm",4,489,485,0.000795866103490389
"19323",81049,"pgm",4,490,486,0.000795866103490389
"19324",81049,"pgm",4,491,487,0.000795866103490389
"19325",81049,"pgm",4,492,488,0.000795866103490389
"19910",81050,"pgm",4,488,484,0.000795866103490389
"19911",81050,"pgm",4,489,485,0.000795866103490389
"19912",81050,"pgm",4,490,486,0.000795866103490389
"19913",81050,"pgm",4,491,487,0.000795866103490389
"19914",81050,"pgm",4,492,488,0.000795866103490389
"20499",81051,"pgm",4,488,484,0.000795866103490389
"20500",81051,"pgm",4,489,485,0.000795866103490389
"20501",81051,"pgm",4,490,486,0.000795866103490389
"20502",81051,"pgm",4,491,487,0.000795866103490389
"20503",81051,"pgm",4,492,488,0.000795866103490389
"21088",81052,"pgm",4,488,484,0.000795866103490389
"21089",81052,"pgm",4,489,485,0.000795866103490389
"21090",81052,"pgm",4,490,486,0.000795866103490389
"21091",81052,"pgm",4,491,487,0.000795866103490389
"21092",81052,"pgm",4,492,488,0.000795866103490389
