"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s2"
"949",1,"cm",2,488,486,0.00371289600878169
"950",1,"cm",2,488,486,0.00371289600878169
"951",1,"cm",2,489,487,0.00371289600878169
"952",1,"cm",2,489,487,0.00371289600878169
"953",1,"cm",2,490,488,0.00371289600878169
"954",1,"cm",2,490,488,0.00371289600878169
"2151",2,"cm",2,488,486,0.00371289600878169
"2152",2,"cm",2,488,486,0.00371289600878169
"2153",2,"cm",2,489,487,0.00371289600878169
"2154",2,"cm",2,489,487,0.00371289600878169
"2155",2,"cm",2,490,488,0.00371289600878169
"2156",2,"cm",2,490,488,0.00371289600878169
"3353",3,"cm",2,488,486,0.00371289600878169
"3354",3,"cm",2,488,486,0.00371289600878169
"3355",3,"cm",2,489,487,0.00371289600878169
"3356",3,"cm",2,489,487,0.00371289600878169
"3357",3,"cm",2,490,488,0.00371289600878169
"3358",3,"cm",2,490,488,0.00371289600878169
"4555",4,"cm",2,488,486,0.00371289600878169
"4556",4,"cm",2,488,486,0.00371289600878169
"4557",4,"cm",2,489,487,0.00371289600878169
"4558",4,"cm",2,489,487,0.00371289600878169
"4559",4,"cm",2,490,488,0.00371289600878169
"4560",4,"cm",2,490,488,0.00371289600878169
"5757",5,"cm",2,488,486,0.00371289600878169
"5758",5,"cm",2,488,486,0.00371289600878169
"5759",5,"cm",2,489,487,0.00371289600878169
"5760",5,"cm",2,489,487,0.00371289600878169
"5761",5,"cm",2,490,488,0.00371289600878169
"5762",5,"cm",2,490,488,0.00371289600878169
"6959",6,"cm",2,488,486,0.00371289600878169
"6960",6,"cm",2,488,486,0.00371289600878169
"6961",6,"cm",2,489,487,0.00371289600878169
"6962",6,"cm",2,489,487,0.00371289600878169
"6963",6,"cm",2,490,488,0.00371289600878169
"6964",6,"cm",2,490,488,0.00371289600878169
"8161",7,"cm",2,488,486,0.00371289600878169
"8162",7,"cm",2,488,486,0.00371289600878169
"8163",7,"cm",2,489,487,0.00371289600878169
"8164",7,"cm",2,489,487,0.00371289600878169
"8165",7,"cm",2,490,488,0.00371289600878169
"8166",7,"cm",2,490,488,0.00371289600878169
"9363",8,"cm",2,488,486,0.00371289600878169
"9364",8,"cm",2,488,486,0.00371289600878169
"9365",8,"cm",2,489,487,0.00371289600878169
"9366",8,"cm",2,489,487,0.00371289600878169
"9367",8,"cm",2,490,488,0.00371289600878169
"9368",8,"cm",2,490,488,0.00371289600878169
"10565",9,"cm",2,488,486,0.127959859867607
"10566",9,"cm",2,488,486,0.137235338087484
"10567",9,"cm",2,489,487,0.155965947585807
"10568",9,"cm",2,489,487,0.00371289600878169
"10569",9,"cm",2,490,488,0.00371289600878169
"10570",9,"cm",2,490,488,0.00371289600878169
"11767",10,"cm",2,488,486,0.00371289600878169
"11768",10,"cm",2,488,486,0.00371289600878169
"11769",10,"cm",2,489,487,0.00371289600878169
"11770",10,"cm",2,489,487,0.00371289600878169
"11771",10,"cm",2,490,488,0.00371289600878169
"11772",10,"cm",2,490,488,0.00371289600878169
"12969",11,"cm",2,488,486,0.00371289600878169
"12970",11,"cm",2,488,486,0.00371289600878169
"12971",11,"cm",2,489,487,0.00371289600878169
"12972",11,"cm",2,489,487,0.00371289600878169
"12973",11,"cm",2,490,488,0.00371289600878169
"12974",11,"cm",2,490,488,0.00371289600878169
"14171",12,"cm",2,488,486,0.00371289600878169
"14172",12,"cm",2,488,486,0.00371289600878169
"14173",12,"cm",2,489,487,0.00371289600878169
"14174",12,"cm",2,489,487,0.00371289600878169
"14175",12,"cm",2,490,488,0.00371289600878169
"14176",12,"cm",2,490,488,0.00371289600878169
"15373",13,"cm",2,488,486,0.143635914536317
"15374",13,"cm",2,488,486,0.144712146914381
"15375",13,"cm",2,489,487,0.106957460784963
"15376",13,"cm",2,489,487,0.0328677356724675
"15377",13,"cm",2,490,488,0.282778567695319
"15378",13,"cm",2,490,488,0.173722554172079
"16575",14,"cm",2,488,486,0.00371289600878169
"16576",14,"cm",2,488,486,0.00371289600878169
"16577",14,"cm",2,489,487,0.00371289600878169
"16578",14,"cm",2,489,487,0.00371289600878169
"16579",14,"cm",2,490,488,0.00371289600878169
"16580",14,"cm",2,490,488,0.00371289600878169
"17777",16,"cm",2,488,486,0.00371289600878169
"17778",16,"cm",2,488,486,0.00371289600878169
"17779",16,"cm",2,489,487,0.00371289600878169
"17780",16,"cm",2,489,487,0.00371289600878169
"17781",16,"cm",2,490,488,0.00371289600878169
"17782",16,"cm",2,490,488,0.00371289600878169
"18979",17,"cm",2,488,486,0.0984980017154861
"18980",17,"cm",2,488,486,0.0989952362730394
"18981",17,"cm",2,489,487,0.103221348156185
"18982",17,"cm",2,489,487,0.165038133369114
"18983",17,"cm",2,490,488,0.0578526261815028
"18984",17,"cm",2,490,488,0.114349902417994
"20181",18,"cm",2,488,486,0.00371289600878169
"20182",18,"cm",2,488,486,0.00371289600878169
"20183",18,"cm",2,489,487,0.00371289600878169
"20184",18,"cm",2,489,487,0.00371289600878169
"20185",18,"cm",2,490,488,0.00371289600878169
"20186",18,"cm",2,490,488,0.00371289600878169
"21383",19,"cm",2,488,486,0.00371289600878169
"21384",19,"cm",2,488,486,0.00371289600878169
"21385",19,"cm",2,489,487,0.00371289600878169
"21386",19,"cm",2,489,487,0.00371289600878169
"21387",19,"cm",2,490,488,0.00371289600878169
"21388",19,"cm",2,490,488,0.00371289600878169
"22585",20,"cm",2,488,486,0.00371289600878169
"22586",20,"cm",2,488,486,0.00371289600878169
"22587",20,"cm",2,489,487,0.00371289600878169
"22588",20,"cm",2,489,487,0.00371289600878169
"22589",20,"cm",2,490,488,0.00371289600878169
"22590",20,"cm",2,490,488,0.00371289600878169
"23787",21,"cm",2,488,486,0.00371289600878169
"23788",21,"cm",2,488,486,0.00371289600878169
"23789",21,"cm",2,489,487,0.00371289600878169
"23790",21,"cm",2,489,487,0.00371289600878169
"23791",21,"cm",2,490,488,0.00371289600878169
"23792",21,"cm",2,490,488,0.00371289600878169
"24989",22,"cm",2,488,486,0.00371289600878169
"24990",22,"cm",2,488,486,0.00371289600878169
"24991",22,"cm",2,489,487,0.00371289600878169
"24992",22,"cm",2,489,487,0.00371289600878169
"24993",22,"cm",2,490,488,0.00371289600878169
"24994",22,"cm",2,490,488,0.00371289600878169
"26191",23,"cm",2,488,486,0.00371289600878169
"26192",23,"cm",2,488,486,0.00371289600878169
"26193",23,"cm",2,489,487,0.00371289600878169
"26194",23,"cm",2,489,487,0.00371289600878169
"26195",23,"cm",2,490,488,0.00371289600878169
"26196",23,"cm",2,490,488,0.00371289600878169
"27393",24,"cm",2,488,486,0.00371289600878169
"27394",24,"cm",2,488,486,0.00371289600878169
"27395",24,"cm",2,489,487,0.00371289600878169
"27396",24,"cm",2,489,487,0.00371289600878169
"27397",24,"cm",2,490,488,0.00371289600878169
"27398",24,"cm",2,490,488,0.00371289600878169
"28595",25,"cm",2,488,486,0.00371289600878169
"28596",25,"cm",2,488,486,0.00371289600878169
"28597",25,"cm",2,489,487,0.00371289600878169
"28598",25,"cm",2,489,487,0.00371289600878169
"28599",25,"cm",2,490,488,0.00371289600878169
"28600",25,"cm",2,490,488,0.00371289600878169
"29797",26,"cm",2,488,486,0.00371289600878169
"29798",26,"cm",2,488,486,0.00371289600878169
"29799",26,"cm",2,489,487,0.00371289600878169
"29800",26,"cm",2,489,487,0.00371289600878169
"29801",26,"cm",2,490,488,0.00371289600878169
"29802",26,"cm",2,490,488,0.00371289600878169
"30999",27,"cm",2,488,486,0.00371289600878169
"31000",27,"cm",2,488,486,0.00371289600878169
"31001",27,"cm",2,489,487,0.00371289600878169
"31002",27,"cm",2,489,487,0.00371289600878169
"31003",27,"cm",2,490,488,0.00371289600878169
"31004",27,"cm",2,490,488,0.00371289600878169
"32201",28,"cm",2,488,486,-0.0769926509644147
"32202",28,"cm",2,488,486,-0.0566653818130839
"32203",28,"cm",2,489,487,-0.0233238185991879
"32204",28,"cm",2,489,487,0.0317782753717117
"32205",28,"cm",2,490,488,0.0328934976170896
"32206",28,"cm",2,490,488,0.0152644540227943
"33403",29,"cm",2,488,486,0.00371289600878169
"33404",29,"cm",2,488,486,0.00371289600878169
"33405",29,"cm",2,489,487,0.00371289600878169
"33406",29,"cm",2,489,487,0.00371289600878169
"33407",29,"cm",2,490,488,0.00371289600878169
"33408",29,"cm",2,490,488,0.00371289600878169
"34605",30,"cm",2,488,486,0.00371289600878169
"34606",30,"cm",2,488,486,0.00371289600878169
"34607",30,"cm",2,489,487,0.00371289600878169
"34608",30,"cm",2,489,487,0.00371289600878169
"34609",30,"cm",2,490,488,0.00371289600878169
"34610",30,"cm",2,490,488,0.00371289600878169
"35807",31,"cm",2,488,486,0.00371289600878169
"35808",31,"cm",2,488,486,0.00371289600878169
"35809",31,"cm",2,489,487,0.00371289600878169
"35810",31,"cm",2,489,487,0.00371289600878169
"35811",31,"cm",2,490,488,0.00371289600878169
"35812",31,"cm",2,490,488,0.00371289600878169
"37009",32,"cm",2,488,486,0.00371289600878169
"37010",32,"cm",2,488,486,0.00371289600878169
"37011",32,"cm",2,489,487,0.00371289600878169
"37012",32,"cm",2,489,487,0.00371289600878169
"37013",32,"cm",2,490,488,0.00371289600878169
"37014",32,"cm",2,490,488,0.00371289600878169
"38211",33,"cm",2,488,486,0.00371289600878169
"38212",33,"cm",2,488,486,0.00371289600878169
"38213",33,"cm",2,489,487,0.00371289600878169
