"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s5"
"472",62356,"pgm",5,488,483,0.000879100574757394
"473",62356,"pgm",5,489,484,0.000879100574757394
"474",62356,"pgm",5,490,485,0.000879100574757394
"475",62356,"pgm",5,491,486,0.000879100574757394
"476",62356,"pgm",5,492,487,0.000879100574757394
"477",62356,"pgm",5,493,488,0.000879100574757394
"1061",79599,"pgm",5,488,483,0.000879100574757394
"1062",79599,"pgm",5,489,484,0.000879100574757394
"1063",79599,"pgm",5,490,485,0.000879100574757394
"1064",79599,"pgm",5,491,486,0.000879100574757394
"1065",79599,"pgm",5,492,487,0.000879100574757394
"1066",79599,"pgm",5,493,488,0.000879100574757394
"1650",79600,"pgm",5,488,483,0.000879100574757394
"1651",79600,"pgm",5,489,484,0.000879100574757394
"1652",79600,"pgm",5,490,485,0.000879100574757394
"1653",79600,"pgm",5,491,486,0.000879100574757394
"1654",79600,"pgm",5,492,487,0.000879100574757394
"1655",79600,"pgm",5,493,488,0.000879100574757394
"2239",79601,"pgm",5,488,483,0.000879100574757394
"2240",79601,"pgm",5,489,484,0.000879100574757394
"2241",79601,"pgm",5,490,485,0.000879100574757394
"2242",79601,"pgm",5,491,486,0.000879100574757394
"2243",79601,"pgm",5,492,487,0.000879100574757394
"2244",79601,"pgm",5,493,488,0.000879100574757394
"2828",80317,"pgm",5,488,483,0.000879100574757394
"2829",80317,"pgm",5,489,484,0.000879100574757394
"2830",80317,"pgm",5,490,485,0.000879100574757394
"2831",80317,"pgm",5,491,486,0.000879100574757394
"2832",80317,"pgm",5,492,487,0.000879100574757394
"2833",80317,"pgm",5,493,488,0.000879100574757394
"3417",80318,"pgm",5,488,483,0.000879100574757394
"3418",80318,"pgm",5,489,484,0.000879100574757394
"3419",80318,"pgm",5,490,485,0.000879100574757394
"3420",80318,"pgm",5,491,486,0.000879100574757394
"3421",80318,"pgm",5,492,487,0.000879100574757394
"3422",80318,"pgm",5,493,488,0.000879100574757394
"4006",80319,"pgm",5,488,483,0.000879100574757394
"4007",80319,"pgm",5,489,484,0.000879100574757394
"4008",80319,"pgm",5,490,485,0.000879100574757394
"4009",80319,"pgm",5,491,486,0.000879100574757394
"4010",80319,"pgm",5,492,487,0.000879100574757394
"4011",80319,"pgm",5,493,488,0.000879100574757394
"4595",80320,"pgm",5,488,483,0.000879100574757394
"4596",80320,"pgm",5,489,484,0.000879100574757394
"4597",80320,"pgm",5,490,485,0.000879100574757394
"4598",80320,"pgm",5,491,486,0.000879100574757394
"4599",80320,"pgm",5,492,487,0.000879100574757394
"4600",80320,"pgm",5,493,488,0.000879100574757394
"5184",80321,"pgm",5,488,483,0.000879100574757394
"5185",80321,"pgm",5,489,484,0.000879100574757394
"5186",80321,"pgm",5,490,485,0.000879100574757394
"5187",80321,"pgm",5,491,486,0.000879100574757394
"5188",80321,"pgm",5,492,487,0.000879100574757394
"5189",80321,"pgm",5,493,488,0.000879100574757394
"5773",80322,"pgm",5,488,483,0.000879100574757394
"5774",80322,"pgm",5,489,484,0.000879100574757394
"5775",80322,"pgm",5,490,485,0.000879100574757394
"5776",80322,"pgm",5,491,486,0.000879100574757394
"5777",80322,"pgm",5,492,487,0.000879100574757394
