"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s7"
"470",1,"cm",7,488,481,0.0093016584081805
"471",1,"cm",7,489,482,0.0093016584081805
"472",1,"cm",7,490,483,0.0093016584081805
"473",1,"cm",7,491,484,0.0093016584081805
"474",1,"cm",7,492,485,0.0093016584081805
"475",1,"cm",7,493,486,0.0093016584081805
"476",1,"cm",7,494,487,0.0093016584081805
"477",1,"cm",7,495,488,0.0093016584081805
"1071",2,"cm",7,488,481,0.0093016584081805
"1072",2,"cm",7,489,482,0.0093016584081805
"1073",2,"cm",7,490,483,0.0093016584081805
"1074",2,"cm",7,491,484,0.0093016584081805
"1075",2,"cm",7,492,485,0.0093016584081805
"1076",2,"cm",7,493,486,0.0093016584081805
"1077",2,"cm",7,494,487,0.0093016584081805
"1078",2,"cm",7,495,488,0.0093016584081805
"1672",3,"cm",7,488,481,0.0093016584081805
"1673",3,"cm",7,489,482,0.0093016584081805
"1674",3,"cm",7,490,483,0.0093016584081805
"1675",3,"cm",7,491,484,0.0093016584081805
"1676",3,"cm",7,492,485,0.0093016584081805
"1677",3,"cm",7,493,486,0.0093016584081805
"1678",3,"cm",7,494,487,0.0093016584081805
"1679",3,"cm",7,495,488,0.0093016584081805
"2273",4,"cm",7,488,481,0.0093016584081805
"2274",4,"cm",7,489,482,0.0093016584081805
"2275",4,"cm",7,490,483,0.0093016584081805
"2276",4,"cm",7,491,484,0.0093016584081805
"2277",4,"cm",7,492,485,0.0093016584081805
"2278",4,"cm",7,493,486,0.0093016584081805
"2279",4,"cm",7,494,487,0.0093016584081805
"2280",4,"cm",7,495,488,0.0093016584081805
"2874",5,"cm",7,488,481,0.0093016584081805
"2875",5,"cm",7,489,482,0.0093016584081805
"2876",5,"cm",7,490,483,0.0093016584081805
"2877",5,"cm",7,491,484,0.0093016584081805
"2878",5,"cm",7,492,485,0.0093016584081805
"2879",5,"cm",7,493,486,0.0093016584081805
"2880",5,"cm",7,494,487,0.0093016584081805
"2881",5,"cm",7,495,488,0.0093016584081805
"3475",6,"cm",7,488,481,0.0093016584081805
"3476",6,"cm",7,489,482,0.0093016584081805
"3477",6,"cm",7,490,483,0.0093016584081805
"3478",6,"cm",7,491,484,0.0093016584081805
"3479",6,"cm",7,492,485,0.0093016584081805
"3480",6,"cm",7,493,486,0.0093016584081805
"3481",6,"cm",7,494,487,0.0093016584081805
"3482",6,"cm",7,495,488,0.0093016584081805
"4076",7,"cm",7,488,481,0.0093016584081805
"4077",7,"cm",7,489,482,0.0093016584081805
"4078",7,"cm",7,490,483,0.0093016584081805
"4079",7,"cm",7,491,484,0.0093016584081805
"4080",7,"cm",7,492,485,0.0093016584081805
"4081",7,"cm",7,493,486,0.0093016584081805
"4082",7,"cm",7,494,487,0.0093016584081805
"4083",7,"cm",7,495,488,0.0093016584081805
"4677",8,"cm",7,488,481,0.0093016584081805
"4678",8,"cm",7,489,482,0.0093016584081805
"4679",8,"cm",7,490,483,0.0093016584081805
"4680",8,"cm",7,491,484,0.0093016584081805
"4681",8,"cm",7,492,485,0.0093016584081805
"4682",8,"cm",7,493,486,0.0093016584081805
"4683",8,"cm",7,494,487,0.0093016584081805
"4684",8,"cm",7,495,488,0.0093016584081805
"5278",9,"cm",7,488,481,0.0093016584081805
"5279",9,"cm",7,489,482,0.124372497538617
"5280",9,"cm",7,490,483,0.125818843639016
"5281",9,"cm",7,491,484,0.174511975687707
"5282",9,"cm",7,492,485,0.233816263391939
"5283",9,"cm",7,493,486,0.203768566005908
"5284",9,"cm",7,494,487,0.154089422503943
"5285",9,"cm",7,495,488,0.0259250365109939
"5879",10,"cm",7,488,481,0.0093016584081805
"5880",10,"cm",7,489,482,0.0093016584081805
"5881",10,"cm",7,490,483,0.0093016584081805
"5882",10,"cm",7,491,484,0.0093016584081805
"5883",10,"cm",7,492,485,0.0093016584081805
"5884",10,"cm",7,493,486,0.0093016584081805
"5885",10,"cm",7,494,487,0.0093016584081805
"5886",10,"cm",7,495,488,0.0093016584081805
"6480",11,"cm",7,488,481,0.0093016584081805
"6481",11,"cm",7,489,482,0.0093016584081805
"6482",11,"cm",7,490,483,0.0093016584081805
"6483",11,"cm",7,491,484,0.0093016584081805
"6484",11,"cm",7,492,485,0.0093016584081805
"6485",11,"cm",7,493,486,0.0093016584081805
"6486",11,"cm",7,494,487,0.0093016584081805
"6487",11,"cm",7,495,488,0.0093016584081805
"7081",12,"cm",7,488,481,0.0093016584081805
"7082",12,"cm",7,489,482,0.0093016584081805
"7083",12,"cm",7,490,483,0.0093016584081805
"7084",12,"cm",7,491,484,0.0093016584081805
"7085",12,"cm",7,492,485,0.0093016584081805
"7086",12,"cm",7,493,486,0.0093016584081805
"7087",12,"cm",7,494,487,0.0093016584081805
"7088",12,"cm",7,495,488,0.0093016584081805
"7682",13,"cm",7,488,481,0.0093016584081805
"7683",13,"cm",7,489,482,-0.683337229844965
"7684",13,"cm",7,490,483,0.473985898365055
"7685",13,"cm",7,491,484,0.328714904636839
"7686",13,"cm",7,492,485,0.101997023131436
"7687",13,"cm",7,493,486,0.14625411345082
"7688",13,"cm",7,494,487,0.259360008204385
"7689",13,"cm",7,495,488,0.259360008204385
"8283",14,"cm",7,488,481,0.0093016584081805
"8284",14,"cm",7,489,482,0.0093016584081805
"8285",14,"cm",7,490,483,0.0093016584081805
"8286",14,"cm",7,491,484,0.0093016584081805
"8287",14,"cm",7,492,485,0.0093016584081805
"8288",14,"cm",7,493,486,0.0093016584081805
"8289",14,"cm",7,494,487,0.0093016584081805
"8290",14,"cm",7,495,488,0.0093016584081805
"8884",16,"cm",7,488,481,0.0960048574310123
"8885",16,"cm",7,489,482,1.39455774270417
"8886",16,"cm",7,490,483,0.0093016584081805
"8887",16,"cm",7,491,484,0.0093016584081805
"8888",16,"cm",7,492,485,0.0093016584081805
"8889",16,"cm",7,493,486,0.0093016584081805
"8890",16,"cm",7,494,487,0.0093016584081805
"8891",16,"cm",7,495,488,0.0093016584081805
"9485",17,"cm",7,488,481,-0.0269812492643138
"9486",17,"cm",7,489,482,0.0839789605533866
"9487",17,"cm",7,490,483,0.0979888000806752
"9488",17,"cm",7,491,484,-0.0157059867034987
"9489",17,"cm",7,492,485,0.0595153775203501
"9490",17,"cm",7,493,486,0.194426154385169
"9491",17,"cm",7,494,487,0.206646400763368
"9492",17,"cm",7,495,488,-0.0208220296419397
"10086",18,"cm",7,488,481,0.0093016584081805
"10087",18,"cm",7,489,482,0.0093016584081805
"10088",18,"cm",7,490,483,0.0093016584081805
"10089",18,"cm",7,491,484,0.0093016584081805
"10090",18,"cm",7,492,485,0.0093016584081805
"10091",18,"cm",7,493,486,0.0093016584081805
"10092",18,"cm",7,494,487,0.0093016584081805
"10093",18,"cm",7,495,488,0.0093016584081805
"10687",19,"cm",7,488,481,0.0093016584081805
"10688",19,"cm",7,489,482,0.0093016584081805
"10689",19,"cm",7,490,483,0.0093016584081805
"10690",19,"cm",7,491,484,0.0093016584081805
"10691",19,"cm",7,492,485,0.0093016584081805
"10692",19,"cm",7,493,486,0.0093016584081805
"10693",19,"cm",7,494,487,0.0093016584081805
"10694",19,"cm",7,495,488,0.0093016584081805
"11288",20,"cm",7,488,481,0.0093016584081805
"11289",20,"cm",7,489,482,0.0093016584081805
"11290",20,"cm",7,490,483,0.0093016584081805
"11291",20,"cm",7,491,484,0.0093016584081805
"11292",20,"cm",7,492,485,0.0093016584081805
"11293",20,"cm",7,493,486,0.0093016584081805
"11294",20,"cm",7,494,487,0.0093016584081805
"11295",20,"cm",7,495,488,0.0093016584081805
"11889",21,"cm",7,488,481,0.0093016584081805
"11890",21,"cm",7,489,482,0.0093016584081805
"11891",21,"cm",7,490,483,0.0093016584081805
"11892",21,"cm",7,491,484,0.0093016584081805
"11893",21,"cm",7,492,485,0.0093016584081805
"11894",21,"cm",7,493,486,0.0093016584081805
"11895",21,"cm",7,494,487,0.0093016584081805
"11896",21,"cm",7,495,488,0.0093016584081805
"12490",22,"cm",7,488,481,0.0093016584081805
"12491",22,"cm",7,489,482,0.0093016584081805
"12492",22,"cm",7,490,483,0.0093016584081805
"12493",22,"cm",7,491,484,0.0093016584081805
"12494",22,"cm",7,492,485,0.0093016584081805
"12495",22,"cm",7,493,486,0.0093016584081805
"12496",22,"cm",7,494,487,0.0093016584081805
"12497",22,"cm",7,495,488,0.0093016584081805
"13091",23,"cm",7,488,481,0.0093016584081805
"13092",23,"cm",7,489,482,0.0093016584081805
"13093",23,"cm",7,490,483,0.0093016584081805
"13094",23,"cm",7,491,484,0.0093016584081805
"13095",23,"cm",7,492,485,0.0093016584081805
"13096",23,"cm",7,493,486,0.0093016584081805
"13097",23,"cm",7,494,487,0.0093016584081805
"13098",23,"cm",7,495,488,0.0093016584081805
"13692",24,"cm",7,488,481,0.0093016584081805
"13693",24,"cm",7,489,482,0.0093016584081805
"13694",24,"cm",7,490,483,0.0093016584081805
"13695",24,"cm",7,491,484,0.0093016584081805
"13696",24,"cm",7,492,485,0.0093016584081805
"13697",24,"cm",7,493,486,0.0093016584081805
"13698",24,"cm",7,494,487,0.0093016584081805
"13699",24,"cm",7,495,488,0.0093016584081805
"14293",25,"cm",7,488,481,0.0093016584081805
"14294",25,"cm",7,489,482,0.0093016584081805
"14295",25,"cm",7,490,483,0.0093016584081805
"14296",25,"cm",7,491,484,0.0093016584081805
"14297",25,"cm",7,492,485,0.0093016584081805
"14298",25,"cm",7,493,486,0.0093016584081805
"14299",25,"cm",7,494,487,0.0093016584081805
"14300",25,"cm",7,495,488,0.0093016584081805
"14894",26,"cm",7,488,481,0.0093016584081805
"14895",26,"cm",7,489,482,0.0093016584081805
"14896",26,"cm",7,490,483,0.0093016584081805
