"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s3"
"431",1,"cm",3,445,442,0.00408827292017497
"432",1,"cm",3,446,443,0.00408827292017497
"433",1,"cm",3,447,444,0.00408827292017497
"434",1,"cm",3,448,445,0.00408827292017497
"435",1,"cm",3,449,446,0.00408827292017497
"436",1,"cm",3,450,447,0.00408827292017497
"437",1,"cm",3,451,448,0.00408827292017497
"438",1,"cm",3,452,449,0.00408827292017497
"439",1,"cm",3,453,450,0.00408827292017497
"440",1,"cm",3,454,451,0.00408827292017497
"441",1,"cm",3,455,452,0.00408827292017497
"442",1,"cm",3,456,453,0.00408827292017497
"443",1,"cm",3,457,454,0.00408827292017497
"444",1,"cm",3,458,455,0.00408827292017497
"445",1,"cm",3,459,456,0.00408827292017497
"446",1,"cm",3,460,457,0.00408827292017497
"447",1,"cm",3,461,458,0.00408827292017497
"448",1,"cm",3,462,459,0.00408827292017497
"449",1,"cm",3,463,460,0.00408827292017497
"450",1,"cm",3,464,461,0.00408827292017497
"451",1,"cm",3,465,462,0.00408827292017497
"452",1,"cm",3,466,463,0.00408827292017497
"453",1,"cm",3,467,464,0.00408827292017497
"454",1,"cm",3,468,465,0.00408827292017497
"455",1,"cm",3,469,466,0.00408827292017497
"456",1,"cm",3,470,467,0.00408827292017497
"457",1,"cm",3,471,468,0.00408827292017497
"458",1,"cm",3,472,469,0.00408827292017497
"459",1,"cm",3,473,470,0.00408827292017497
"460",1,"cm",3,474,471,0.00408827292017497
"461",1,"cm",3,475,472,0.00408827292017497
"462",1,"cm",3,476,473,0.00408827292017497
"463",1,"cm",3,477,474,0.00408827292017497
"464",1,"cm",3,478,475,0.00408827292017497
"465",1,"cm",3,479,476,0.00408827292017497
"466",1,"cm",3,480,477,0.00408827292017497
"1032",2,"cm",3,445,442,0.00408827292017497
"1033",2,"cm",3,446,443,0.00408827292017497
"1034",2,"cm",3,447,444,0.00408827292017497
"1035",2,"cm",3,448,445,0.00408827292017497
"1036",2,"cm",3,449,446,0.00408827292017497
"1037",2,"cm",3,450,447,0.00408827292017497
"1038",2,"cm",3,451,448,0.00408827292017497
"1039",2,"cm",3,452,449,0.00408827292017497
"1040",2,"cm",3,453,450,0.00408827292017497
"1041",2,"cm",3,454,451,0.00408827292017497
"1042",2,"cm",3,455,452,0.00408827292017497
"1043",2,"cm",3,456,453,0.00408827292017497
"1044",2,"cm",3,457,454,0.00408827292017497
"1045",2,"cm",3,458,455,0.00408827292017497
"1046",2,"cm",3,459,456,0.00408827292017497
"1047",2,"cm",3,460,457,0.00408827292017497
"1048",2,"cm",3,461,458,0.00408827292017497
"1049",2,"cm",3,462,459,0.00408827292017497
"1050",2,"cm",3,463,460,0.00408827292017497
