"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s3"
"474",62356,"pgm",3,488,485,0.0007865192648923
"475",62356,"pgm",3,489,486,0.0007865192648923
"476",62356,"pgm",3,490,487,0.0007865192648923
"477",62356,"pgm",3,491,488,0.0007865192648923
"1063",79599,"pgm",3,488,485,0.0007865192648923
"1064",79599,"pgm",3,489,486,0.0007865192648923
"1065",79599,"pgm",3,490,487,0.0007865192648923
"1066",79599,"pgm",3,491,488,0.0007865192648923
"1652",79600,"pgm",3,488,485,0.0007865192648923
"1653",79600,"pgm",3,489,486,0.0007865192648923
"1654",79600,"pgm",3,490,487,0.0007865192648923
"1655",79600,"pgm",3,491,488,0.0007865192648923
"2241",79601,"pgm",3,488,485,0.0007865192648923
"2242",79601,"pgm",3,489,486,0.0007865192648923
"2243",79601,"pgm",3,490,487,0.0007865192648923
"2244",79601,"pgm",3,491,488,0.0007865192648923
"2830",80317,"pgm",3,488,485,0.0007865192648923
"2831",80317,"pgm",3,489,486,0.0007865192648923
"2832",80317,"pgm",3,490,487,0.0007865192648923
"2833",80317,"pgm",3,491,488,0.0007865192648923
"3419",80318,"pgm",3,488,485,0.0007865192648923
"3420",80318,"pgm",3,489,486,0.0007865192648923
"3421",80318,"pgm",3,490,487,0.0007865192648923
"3422",80318,"pgm",3,491,488,0.0007865192648923
"4008",80319,"pgm",3,488,485,0.0007865192648923
"4009",80319,"pgm",3,489,486,0.0007865192648923
"4010",80319,"pgm",3,490,487,0.0007865192648923
"4011",80319,"pgm",3,491,488,0.0007865192648923
"4597",80320,"pgm",3,488,485,0.0007865192648923
"4598",80320,"pgm",3,489,486,0.0007865192648923
"4599",80320,"pgm",3,490,487,0.0007865192648923
"4600",80320,"pgm",3,491,488,0.0007865192648923
"5186",80321,"pgm",3,488,485,0.0007865192648923
"5187",80321,"pgm",3,489,486,0.0007865192648923
"5188",80321,"pgm",3,490,487,0.0007865192648923
"5189",80321,"pgm",3,491,488,0.0007865192648923
"5775",80322,"pgm",3,488,485,0.0007865192648923
"5776",80322,"pgm",3,489,486,0.0007865192648923
"5777",80322,"pgm",3,490,487,0.0007865192648923
"5778",80322,"pgm",3,491,488,0.0007865192648923
"6364",80323,"pgm",3,488,485,0.0007865192648923
"6365",80323,"pgm",3,489,486,0.0007865192648923
"6366",80323,"pgm",3,490,487,0.0007865192648923
"6367",80323,"pgm",3,491,488,0.0007865192648923
"6953",80324,"pgm",3,488,485,0.0007865192648923
"6954",80324,"pgm",3,489,486,0.0007865192648923
"6955",80324,"pgm",3,490,487,0.0007865192648923
"6956",80324,"pgm",3,491,488,0.0007865192648923
"7542",80325,"pgm",3,488,485,0.0007865192648923
"7543",80325,"pgm",3,489,486,0.0007865192648923
"7544",80325,"pgm",3,490,487,0.0007865192648923
"7545",80325,"pgm",3,491,488,0.0007865192648923
"8131",80326,"pgm",3,488,485,0.0007865192648923
"8132",80326,"pgm",3,489,486,0.0007865192648923
"8133",80326,"pgm",3,490,487,0.0007865192648923
"8134",80326,"pgm",3,491,488,0.0007865192648923
"8720",80327,"pgm",3,488,485,0.0007865192648923
"8721",80327,"pgm",3,489,486,0.0007865192648923
"8722",80327,"pgm",3,490,487,0.0007865192648923
"8723",80327,"pgm",3,491,488,0.0007865192648923
"9309",80328,"pgm",3,488,485,0.0007865192648923
"9310",80328,"pgm",3,489,486,0.0007865192648923
"9311",80328,"pgm",3,490,487,0.0007865192648923
"9312",80328,"pgm",3,491,488,0.0007865192648923
"9898",80329,"pgm",3,488,485,0.0007865192648923
"9899",80329,"pgm",3,489,486,0.0007865192648923
"9900",80329,"pgm",3,490,487,0.0007865192648923
"9901",80329,"pgm",3,491,488,0.0007865192648923
"10487",80330,"pgm",3,488,485,0.0007865192648923
"10488",80330,"pgm",3,489,486,0.0007865192648923
"10489",80330,"pgm",3,490,487,0.0007865192648923
"10490",80330,"pgm",3,491,488,0.0007865192648923
"11076",80331,"pgm",3,488,485,0.0007865192648923
"11077",80331,"pgm",3,489,486,0.0007865192648923
"11078",80331,"pgm",3,490,487,0.0007865192648923
"11079",80331,"pgm",3,491,488,0.0007865192648923
"11665",80332,"pgm",3,488,485,0.0007865192648923
"11666",80332,"pgm",3,489,486,0.0007865192648923
"11667",80332,"pgm",3,490,487,0.0007865192648923
"11668",80332,"pgm",3,491,488,0.0007865192648923
"12254",81037,"pgm",3,488,485,0.0007865192648923
"12255",81037,"pgm",3,489,486,0.0007865192648923
"12256",81037,"pgm",3,490,487,0.0007865192648923
"12257",81037,"pgm",3,491,488,0.0007865192648923
"12843",81038,"pgm",3,488,485,0.0007865192648923
"12844",81038,"pgm",3,489,486,0.0007865192648923
"12845",81038,"pgm",3,490,487,0.0007865192648923
"12846",81038,"pgm",3,491,488,0.0007865192648923
"13432",81039,"pgm",3,488,485,0.0007865192648923
"13433",81039,"pgm",3,489,486,0.0007865192648923
"13434",81039,"pgm",3,490,487,0.0007865192648923
"13435",81039,"pgm",3,491,488,0.0007865192648923
"14021",81040,"pgm",3,488,485,0.0007865192648923
"14022",81040,"pgm",3,489,486,0.0007865192648923
"14023",81040,"pgm",3,490,487,0.0007865192648923
"14024",81040,"pgm",3,491,488,0.0007865192648923
"14610",81041,"pgm",3,488,485,0.0007865192648923
"14611",81041,"pgm",3,489,486,0.0007865192648923
"14612",81041,"pgm",3,490,487,0.0007865192648923
"14613",81041,"pgm",3,491,488,0.0007865192648923
"15199",81042,"pgm",3,488,485,0.0007865192648923
"15200",81042,"pgm",3,489,486,0.0007865192648923
"15201",81042,"pgm",3,490,487,0.0007865192648923
"15202",81042,"pgm",3,491,488,0.0007865192648923
"15788",81043,"pgm",3,488,485,0.0007865192648923
"15789",81043,"pgm",3,489,486,0.0007865192648923
"15790",81043,"pgm",3,490,487,0.0007865192648923
"15791",81043,"pgm",3,491,488,0.0007865192648923
"16377",81044,"pgm",3,488,485,0.0007865192648923
"16378",81044,"pgm",3,489,486,0.0007865192648923
"16379",81044,"pgm",3,490,487,0.0007865192648923
"16380",81044,"pgm",3,491,488,0.0007865192648923
"16966",81045,"pgm",3,488,485,0.0007865192648923
"16967",81045,"pgm",3,489,486,0.0007865192648923
"16968",81045,"pgm",3,490,487,0.0007865192648923
"16969",81045,"pgm",3,491,488,0.0007865192648923
"17555",81046,"pgm",3,488,485,0.0007865192648923
"17556",81046,"pgm",3,489,486,0.0007865192648923
"17557",81046,"pgm",3,490,487,0.0007865192648923
"17558",81046,"pgm",3,491,488,0.0007865192648923
"18144",81047,"pgm",3,488,485,0.0007865192648923
"18145",81047,"pgm",3,489,486,0.0007865192648923
"18146",81047,"pgm",3,490,487,0.0007865192648923
"18147",81047,"pgm",3,491,488,0.0007865192648923
"18733",81048,"pgm",3,488,485,0.0007865192648923
"18734",81048,"pgm",3,489,486,0.0007865192648923
"18735",81048,"pgm",3,490,487,0.0007865192648923
"18736",81048,"pgm",3,491,488,0.0007865192648923
"19322",81049,"pgm",3,488,485,0.0007865192648923
"19323",81049,"pgm",3,489,486,0.0007865192648923
"19324",81049,"pgm",3,490,487,0.0007865192648923
"19325",81049,"pgm",3,491,488,0.0007865192648923
"19911",81050,"pgm",3,488,485,0.0007865192648923
"19912",81050,"pgm",3,489,486,0.0007865192648923
"19913",81050,"pgm",3,490,487,0.0007865192648923
"19914",81050,"pgm",3,491,488,0.0007865192648923
"20500",81051,"pgm",3,488,485,0.0007865192648923
"20501",81051,"pgm",3,489,486,0.0007865192648923
"20502",81051,"pgm",3,490,487,0.0007865192648923
"20503",81051,"pgm",3,491,488,0.0007865192648923
"21089",81052,"pgm",3,488,485,0.0007865192648923
"21090",81052,"pgm",3,489,486,0.0007865192648923
"21091",81052,"pgm",3,490,487,0.0007865192648923
"21092",81052,"pgm",3,491,488,0.0007865192648923
"21678",81053,"pgm",3,488,485,0.0007865192648923
"21679",81053,"pgm",3,489,486,0.0007865192648923
"21680",81053,"pgm",3,490,487,0.0007865192648923
"21681",81053,"pgm",3,491,488,0.0007865192648923
"22267",81054,"pgm",3,488,485,0.0007865192648923
"22268",81054,"pgm",3,489,486,0.0007865192648923
"22269",81054,"pgm",3,490,487,0.0007865192648923
"22270",81054,"pgm",3,491,488,0.0007865192648923
"22856",81055,"pgm",3,488,485,0.0007865192648923
"22857",81055,"pgm",3,489,486,0.0007865192648923
"22858",81055,"pgm",3,490,487,0.0007865192648923
"22859",81055,"pgm",3,491,488,0.0007865192648923
"23445",81756,"pgm",3,488,485,0.0007865192648923
"23446",81756,"pgm",3,489,486,0.0007865192648923
"23447",81756,"pgm",3,490,487,0.0007865192648923
"23448",81756,"pgm",3,491,488,0.0007865192648923
"24034",81757,"pgm",3,488,485,0.0007865192648923
"24035",81757,"pgm",3,489,486,0.0007865192648923
"24036",81757,"pgm",3,490,487,0.0007865192648923
"24037",81757,"pgm",3,491,488,0.0007865192648923
"24623",81758,"pgm",3,488,485,0.0007865192648923
"24624",81758,"pgm",3,489,486,0.0007865192648923
"24625",81758,"pgm",3,490,487,0.0007865192648923
"24626",81758,"pgm",3,491,488,0.0007865192648923
"25212",81759,"pgm",3,488,485,0.0007865192648923
"25213",81759,"pgm",3,489,486,0.0007865192648923
"25214",81759,"pgm",3,490,487,0.0007865192648923
"25215",81759,"pgm",3,491,488,0.0007865192648923
"25801",81760,"pgm",3,488,485,0.0007865192648923
"25802",81760,"pgm",3,489,486,0.0007865192648923
"25803",81760,"pgm",3,490,487,0.0007865192648923
