"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s6"
"471",62356,"pgm",6,488,482,0.000932243548296873
"472",62356,"pgm",6,489,483,0.000932243548296873
"473",62356,"pgm",6,490,484,0.000932243548296873
"474",62356,"pgm",6,491,485,0.000932243548296873
"475",62356,"pgm",6,492,486,0.000932243548296873
"476",62356,"pgm",6,493,487,0.000932243548296873
"477",62356,"pgm",6,494,488,0.000932243548296873
"1060",79599,"pgm",6,488,482,0.000932243548296873
"1061",79599,"pgm",6,489,483,0.000932243548296873
"1062",79599,"pgm",6,490,484,0.000932243548296873
"1063",79599,"pgm",6,491,485,0.000932243548296873
"1064",79599,"pgm",6,492,486,0.000932243548296873
"1065",79599,"pgm",6,493,487,0.000932243548296873
"1066",79599,"pgm",6,494,488,0.000932243548296873
"1649",79600,"pgm",6,488,482,0.000932243548296873
"1650",79600,"pgm",6,489,483,0.000932243548296873
"1651",79600,"pgm",6,490,484,0.000932243548296873
"1652",79600,"pgm",6,491,485,0.000932243548296873
"1653",79600,"pgm",6,492,486,0.000932243548296873
"1654",79600,"pgm",6,493,487,0.000932243548296873
"1655",79600,"pgm",6,494,488,0.000932243548296873
"2238",79601,"pgm",6,488,482,0.000932243548296873
"2239",79601,"pgm",6,489,483,0.000932243548296873
"2240",79601,"pgm",6,490,484,0.000932243548296873
"2241",79601,"pgm",6,491,485,0.000932243548296873
"2242",79601,"pgm",6,492,486,0.000932243548296873
"2243",79601,"pgm",6,493,487,0.000932243548296873
"2244",79601,"pgm",6,494,488,0.000932243548296873
"2827",80317,"pgm",6,488,482,0.000932243548296873
"2828",80317,"pgm",6,489,483,0.000932243548296873
"2829",80317,"pgm",6,490,484,0.000932243548296873
"2830",80317,"pgm",6,491,485,0.000932243548296873
"2831",80317,"pgm",6,492,486,0.000932243548296873
"2832",80317,"pgm",6,493,487,0.000932243548296873
"2833",80317,"pgm",6,494,488,0.000932243548296873
"3416",80318,"pgm",6,488,482,0.000932243548296873
"3417",80318,"pgm",6,489,483,0.000932243548296873
"3418",80318,"pgm",6,490,484,0.000932243548296873
"3419",80318,"pgm",6,491,485,0.000932243548296873
"3420",80318,"pgm",6,492,486,0.000932243548296873
"3421",80318,"pgm",6,493,487,0.000932243548296873
"3422",80318,"pgm",6,494,488,0.000932243548296873
"4005",80319,"pgm",6,488,482,0.000932243548296873
"4006",80319,"pgm",6,489,483,0.000932243548296873
"4007",80319,"pgm",6,490,484,0.000932243548296873
"4008",80319,"pgm",6,491,485,0.000932243548296873
"4009",80319,"pgm",6,492,486,0.000932243548296873
"4010",80319,"pgm",6,493,487,0.000932243548296873
"4011",80319,"pgm",6,494,488,0.000932243548296873
"4594",80320,"pgm",6,488,482,0.000932243548296873
"4595",80320,"pgm",6,489,483,0.000932243548296873
"4596",80320,"pgm",6,490,484,0.000932243548296873
"4597",80320,"pgm",6,491,485,0.000932243548296873
"4598",80320,"pgm",6,492,486,0.000932243548296873
"4599",80320,"pgm",6,493,487,0.000932243548296873
"4600",80320,"pgm",6,494,488,0.000932243548296873
"5183",80321,"pgm",6,488,482,0.000932243548296873
"5184",80321,"pgm",6,489,483,0.000932243548296873
"5185",80321,"pgm",6,490,484,0.000932243548296873
"5186",80321,"pgm",6,491,485,0.000932243548296873
"5187",80321,"pgm",6,492,486,0.000932243548296873
"5188",80321,"pgm",6,493,487,0.000932243548296873
"5189",80321,"pgm",6,494,488,0.000932243548296873
"5772",80322,"pgm",6,488,482,0.000932243548296873
"5773",80322,"pgm",6,489,483,0.000932243548296873
"5774",80322,"pgm",6,490,484,0.000932243548296873
"5775",80322,"pgm",6,491,485,0.000932243548296873
"5776",80322,"pgm",6,492,486,0.000932243548296873
"5777",80322,"pgm",6,493,487,0.000932243548296873
"5778",80322,"pgm",6,494,488,0.000932243548296873
"6361",80323,"pgm",6,488,482,0.000932243548296873
"6362",80323,"pgm",6,489,483,0.000932243548296873
"6363",80323,"pgm",6,490,484,0.000932243548296873
"6364",80323,"pgm",6,491,485,0.000932243548296873
"6365",80323,"pgm",6,492,486,0.000932243548296873
"6366",80323,"pgm",6,493,487,0.000932243548296873
"6367",80323,"pgm",6,494,488,0.000932243548296873
"6950",80324,"pgm",6,488,482,0.000932243548296873
