"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s5"
"393",1,"cm",5,409,404,0.0032096251375362
"394",1,"cm",5,410,405,0.0032096251375362
"395",1,"cm",5,411,406,0.0032096251375362
"396",1,"cm",5,412,407,0.0032096251375362
"397",1,"cm",5,413,408,0.0032096251375362
"398",1,"cm",5,414,409,0.0032096251375362
"399",1,"cm",5,415,410,0.0032096251375362
"400",1,"cm",5,416,411,0.0032096251375362
"401",1,"cm",5,417,412,0.0032096251375362
"402",1,"cm",5,418,413,0.0032096251375362
"403",1,"cm",5,419,414,0.0032096251375362
"404",1,"cm",5,420,415,0.0032096251375362
"405",1,"cm",5,421,416,0.0032096251375362
"406",1,"cm",5,422,417,0.0032096251375362
"407",1,"cm",5,423,418,0.0032096251375362
"408",1,"cm",5,424,419,0.0032096251375362
"409",1,"cm",5,425,420,0.0032096251375362
"410",1,"cm",5,426,421,0.0032096251375362
"411",1,"cm",5,427,422,0.0032096251375362
"412",1,"cm",5,428,423,0.0032096251375362
"413",1,"cm",5,429,424,0.0032096251375362
"414",1,"cm",5,430,425,0.0032096251375362
"415",1,"cm",5,431,426,0.0032096251375362
"416",1,"cm",5,432,427,0.0032096251375362
"417",1,"cm",5,433,428,0.0032096251375362
"418",1,"cm",5,434,429,0.0032096251375362
"419",1,"cm",5,435,430,0.0032096251375362
"420",1,"cm",5,436,431,0.0032096251375362
"421",1,"cm",5,437,432,0.0032096251375362
"422",1,"cm",5,438,433,0.0032096251375362
"423",1,"cm",5,439,434,0.0032096251375362
"424",1,"cm",5,440,435,0.0032096251375362
"425",1,"cm",5,441,436,0.0032096251375362
"426",1,"cm",5,442,437,0.0032096251375362
"427",1,"cm",5,443,438,0.0032096251375362
"428",1,"cm",5,444,439,0.0032096251375362
"994",2,"cm",5,409,404,0.0032096251375362
"995",2,"cm",5,410,405,0.0032096251375362
"996",2,"cm",5,411,406,0.0032096251375362
"997",2,"cm",5,412,407,0.0032096251375362
"998",2,"cm",5,413,408,0.0032096251375362
"999",2,"cm",5,414,409,0.0032096251375362
"1000",2,"cm",5,415,410,0.0032096251375362
"1001",2,"cm",5,416,411,0.0032096251375362
"1002",2,"cm",5,417,412,0.0032096251375362
"1003",2,"cm",5,418,413,0.0032096251375362
"1004",2,"cm",5,419,414,0.0032096251375362
"1005",2,"cm",5,420,415,0.0032096251375362
"1006",2,"cm",5,421,416,0.0032096251375362
"1007",2,"cm",5,422,417,0.0032096251375362
"1008",2,"cm",5,423,418,0.0032096251375362
"1009",2,"cm",5,424,419,0.0032096251375362
"1010",2,"cm",5,425,420,0.0032096251375362
"1011",2,"cm",5,426,421,0.0032096251375362
"1012",2,"cm",5,427,422,0.0032096251375362
"1013",2,"cm",5,428,423,0.0032096251375362
"1014",2,"cm",5,429,424,0.0032096251375362
"1015",2,"cm",5,430,425,0.0032096251375362
"1016",2,"cm",5,431,426,0.0032096251375362
"1017",2,"cm",5,432,427,0.0032096251375362
"1018",2,"cm",5,433,428,0.0032096251375362
"1019",2,"cm",5,434,429,0.0032096251375362
"1020",2,"cm",5,435,430,0.0032096251375362
"1021",2,"cm",5,436,431,0.0032096251375362
"1022",2,"cm",5,437,432,0.0032096251375362
"1023",2,"cm",5,438,433,0.0032096251375362
"1024",2,"cm",5,439,434,0.0032096251375362
"1025",2,"cm",5,440,435,0.0032096251375362
"1026",2,"cm",5,441,436,0.0032096251375362
"1027",2,"cm",5,442,437,0.0032096251375362
"1028",2,"cm",5,443,438,0.0032096251375362
"1029",2,"cm",5,444,439,0.0032096251375362
"1595",3,"cm",5,409,404,0.0032096251375362
"1596",3,"cm",5,410,405,0.0032096251375362
"1597",3,"cm",5,411,406,0.0032096251375362
"1598",3,"cm",5,412,407,0.0032096251375362
"1599",3,"cm",5,413,408,0.0032096251375362
"1600",3,"cm",5,414,409,0.0032096251375362
"1601",3,"cm",5,415,410,0.0032096251375362
"1602",3,"cm",5,416,411,0.0032096251375362
"1603",3,"cm",5,417,412,0.0032096251375362
"1604",3,"cm",5,418,413,0.0032096251375362
"1605",3,"cm",5,419,414,0.0032096251375362
"1606",3,"cm",5,420,415,0.0032096251375362
"1607",3,"cm",5,421,416,0.0032096251375362
"1608",3,"cm",5,422,417,0.0032096251375362
"1609",3,"cm",5,423,418,0.0032096251375362
"1610",3,"cm",5,424,419,0.0032096251375362
"1611",3,"cm",5,425,420,0.0032096251375362
"1612",3,"cm",5,426,421,0.0032096251375362
"1613",3,"cm",5,427,422,0.0032096251375362
"1614",3,"cm",5,428,423,0.0032096251375362
"1615",3,"cm",5,429,424,0.0032096251375362
"1616",3,"cm",5,430,425,0.0032096251375362
"1617",3,"cm",5,431,426,0.0032096251375362
"1618",3,"cm",5,432,427,0.0032096251375362
"1619",3,"cm",5,433,428,0.0032096251375362
"1620",3,"cm",5,434,429,0.0032096251375362
"1621",3,"cm",5,435,430,0.0032096251375362
"1622",3,"cm",5,436,431,0.0032096251375362
"1623",3,"cm",5,437,432,0.0032096251375362
"1624",3,"cm",5,438,433,0.0032096251375362
"1625",3,"cm",5,439,434,0.0032096251375362
"1626",3,"cm",5,440,435,0.0032096251375362
"1627",3,"cm",5,441,436,0.0032096251375362
"1628",3,"cm",5,442,437,0.0032096251375362
"1629",3,"cm",5,443,438,0.0032096251375362
"1630",3,"cm",5,444,439,0.0032096251375362
"2196",4,"cm",5,409,404,0.0032096251375362
"2197",4,"cm",5,410,405,0.0032096251375362
"2198",4,"cm",5,411,406,0.0032096251375362
"2199",4,"cm",5,412,407,0.0032096251375362
"2200",4,"cm",5,413,408,0.0032096251375362
"2201",4,"cm",5,414,409,0.0032096251375362
"2202",4,"cm",5,415,410,0.0032096251375362
"2203",4,"cm",5,416,411,0.0032096251375362
