"","unit_id","unit_type","step","month_id","last_month_id_of_data_used","chadefaux_s6"
"471",1,"cm",6,488,482,0.00827072246359652
"472",1,"cm",6,489,483,0.00827072246359652
"473",1,"cm",6,490,484,0.00827072246359652
"474",1,"cm",6,491,485,0.00827072246359652
"475",1,"cm",6,492,486,0.00827072246359652
"476",1,"cm",6,493,487,0.00827072246359652
"477",1,"cm",6,494,488,0.00827072246359652
"1072",2,"cm",6,488,482,0.00827072246359652
"1073",2,"cm",6,489,483,0.00827072246359652
"1074",2,"cm",6,490,484,0.00827072246359652
"1075",2,"cm",6,491,485,0.00827072246359652
"1076",2,"cm",6,492,486,0.00827072246359652
"1077",2,"cm",6,493,487,0.00827072246359652
"1078",2,"cm",6,494,488,0.00827072246359652
"1673",3,"cm",6,488,482,0.00827072246359652
"1674",3,"cm",6,489,483,0.00827072246359652
"1675",3,"cm",6,490,484,0.00827072246359652
"1676",3,"cm",6,491,485,0.00827072246359652
"1677",3,"cm",6,492,486,0.00827072246359652
"1678",3,"cm",6,493,487,0.00827072246359652
"1679",3,"cm",6,494,488,0.00827072246359652
"2274",4,"cm",6,488,482,0.00827072246359652
"2275",4,"cm",6,489,483,0.00827072246359652
"2276",4,"cm",6,490,484,0.00827072246359652
"2277",4,"cm",6,491,485,0.00827072246359652
"2278",4,"cm",6,492,486,0.00827072246359652
"2279",4,"cm",6,493,487,0.00827072246359652
"2280",4,"cm",6,494,488,0.00827072246359652
"2875",5,"cm",6,488,482,0.00827072246359652
"2876",5,"cm",6,489,483,0.00827072246359652
"2877",5,"cm",6,490,484,0.00827072246359652
"2878",5,"cm",6,491,485,0.00827072246359652
"2879",5,"cm",6,492,486,0.00827072246359652
"2880",5,"cm",6,493,487,0.00827072246359652
"2881",5,"cm",6,494,488,0.00827072246359652
"3476",6,"cm",6,488,482,0.00827072246359652
"3477",6,"cm",6,489,483,0.00827072246359652
"3478",6,"cm",6,490,484,0.00827072246359652
"3479",6,"cm",6,491,485,0.00827072246359652
"3480",6,"cm",6,492,486,0.00827072246359652
"3481",6,"cm",6,493,487,0.00827072246359652
"3482",6,"cm",6,494,488,0.00827072246359652
"4077",7,"cm",6,488,482,0.00827072246359652
"4078",7,"cm",6,489,483,0.00827072246359652
"4079",7,"cm",6,490,484,0.00827072246359652
"4080",7,"cm",6,491,485,0.00827072246359652
"4081",7,"cm",6,492,486,0.00827072246359652
"4082",7,"cm",6,493,487,0.00827072246359652
"4083",7,"cm",6,494,488,0.00827072246359652
"4678",8,"cm",6,488,482,0.00827072246359652
"4679",8,"cm",6,489,483,0.00827072246359652
"4680",8,"cm",6,490,484,0.00827072246359652
"4681",8,"cm",6,491,485,0.00827072246359652
"4682",8,"cm",6,492,486,0.00827072246359652
"4683",8,"cm",6,493,487,0.00827072246359652
"4684",8,"cm",6,494,488,0.00827072246359652
"5279",9,"cm",6,488,482,0.131958548450555
"5280",9,"cm",6,489,483,0.202137409725284
"5281",9,"cm",6,490,484,0.0725103097063033
"5282",9,"cm",6,491,485,0.161176299459923
"5283",9,"cm",6,492,486,0.131958548450555
"5284",9,"cm",6,493,487,0.142714289673325
"5285",9,"cm",6,494,488,0.269793361193618
"5880",10,"cm",6,488,482,0.00827072246359652
"5881",10,"cm",6,489,483,0.00827072246359652
"5882",10,"cm",6,490,484,0.00827072246359652
"5883",10,"cm",6,491,485,0.00827072246359652
"5884",10,"cm",6,492,486,0.00827072246359652
"5885",10,"cm",6,493,487,0.00827072246359652
"5886",10,"cm",6,494,488,0.00827072246359652
"6481",11,"cm",6,488,482,0.00827072246359652
"6482",11,"cm",6,489,483,0.00827072246359652
"6483",11,"cm",6,490,484,0.00827072246359652
"6484",11,"cm",6,491,485,0.00827072246359652
"6485",11,"cm",6,492,486,0.00827072246359652
"6486",11,"cm",6,493,487,0.00827072246359652
"6487",11,"cm",6,494,488,0.00827072246359652
"7082",12,"cm",6,488,482,0.00827072246359652
"7083",12,"cm",6,489,483,0.00827072246359652
"7084",12,"cm",6,490,484,0.00827072246359652
"7085",12,"cm",6,491,485,0.00827072246359652
"7086",12,"cm",6,492,486,0.00827072246359652
"7087",12,"cm",6,493,487,0.00827072246359652
"7088",12,"cm",6,494,488,0.00827072246359652
"7683",13,"cm",6,488,482,-1.07747546519532
"7684",13,"cm",6,489,483,0.471646162064042
"7685",13,"cm",6,490,484,0.0751218636371197
"7686",13,"cm",6,491,485,0.233325205685755
"7687",13,"cm",6,492,486,0.196972707892078
"7688",13,"cm",6,493,487,0.233325205685755
"7689",13,"cm",6,494,488,0.293684643523149
"8284",14,"cm",6,488,482,0.00827072246359652
"8285",14,"cm",6,489,483,0.00827072246359652
"8286",14,"cm",6,490,484,0.00827072246359652
"8287",14,"cm",6,491,485,0.00827072246359652
"8288",14,"cm",6,492,486,0.00827072246359652
"8289",14,"cm",6,493,487,0.00827072246359652
"8290",14,"cm",6,494,488,0.00827072246359652
"8885",16,"cm",6,488,482,0.217161097935358
"8886",16,"cm",6,489,483,0.00827072246359652
"8887",16,"cm",6,490,484,0.00827072246359652
"8888",16,"cm",6,491,485,0.00827072246359652
"8889",16,"cm",6,492,486,0.00827072246359652
"8890",16,"cm",6,493,487,0.00827072246359652
"8891",16,"cm",6,494,488,0.00827072246359652
"9486",17,"cm",6,488,482,0.0567481348904505
"9487",17,"cm",6,489,483,0.1032446468856
"9488",17,"cm",6,490,484,0.0505880560660973
"9489",17,"cm",6,491,485,0.107933329561389
"9490",17,"cm",6,492,486,0.111761727693056
"9491",17,"cm",6,493,487,0.112021431735333
"9492",17,"cm",6,494,488,0.0415725861546444
"10086",18,"cm",6,488,482,0.00827072246359652
"10087",18,"cm",6,489,483,0.00827072246359652
"10088",18,"cm",6,490,484,0.00827072246359652
"10089",18,"cm",6,491,485,0.00827072246359652
"10090",18,"cm",6,492,486,0.00827072246359652
"10091",18,"cm",6,493,487,0.00827072246359652
"10092",18,"cm",6,494,488,0.00827072246359652
"10687",19,"cm",6,488,482,0.00827072246359652
"10688",19,"cm",6,489,483,0.00827072246359652
"10689",19,"cm",6,490,484,0.00827072246359652
"10690",19,"cm",6,491,485,0.00827072246359652
"10691",19,"cm",6,492,486,0.00827072246359652
"10692",19,"cm",6,493,487,0.00827072246359652
"10693",19,"cm",6,494,488,0.00827072246359652
"11288",20,"cm",6,488,482,0.00827072246359652
"11289",20,"cm",6,489,483,0.00827072246359652
"11290",20,"cm",6,490,484,0.00827072246359652
"11291",20,"cm",6,491,485,0.00827072246359652
"11292",20,"cm",6,492,486,0.00827072246359652
"11293",20,"cm",6,493,487,0.00827072246359652
"11294",20,"cm",6,494,488,0.00827072246359652
"11889",21,"cm",6,488,482,0.00827072246359652
"11890",21,"cm",6,489,483,0.00827072246359652
"11891",21,"cm",6,490,484,0.00827072246359652
"11892",21,"cm",6,491,485,0.00827072246359652
"11893",21,"cm",6,492,486,0.00827072246359652
"11894",21,"cm",6,493,487,0.00827072246359652
"11895",21,"cm",6,494,488,0.00827072246359652
